book	chapter	verse	latin_incipit	english_translation
Ex	0	1		1		The sons of Israel who descended into Egypt with Jacob were seventy souls in number. Lapide notes that Moses here recapitulates the genealogical connection to Genesis, showing that the affliction of Israel was foreseen in God's providence—the same God who multiplied the patriarchs now permits their oppression as both punishment for assimilation to Egyptian customs and as preparation for the Exodus miracle. The enumeration of seventy souls recalls the perfect number of the nations (Gen. 10), signifying that Israel, though small, was destined to outstrip all nations in fecundity of faith.
Ex	0	2		2		Moses was born and his mother saw that he was "a goodly child" (pulcrum). Lapide cites St. Stephen (Acts 7:20) who calls him "beautiful before God" (gratus Deo), and notes that bodily comeliness in Scripture often signifies the grace of the Holy Ghost. Moses thus prefigures Christ, who was the most beautiful of the sons of men (Ps. 44:3) and in whom all grace was fully resident.
Ex	0	3		1		Moses was keeping the flock of Jethro his father-in-law near Horeb, the mountain of God. Lapide notes that God reveals Himself not to the idle or the ambitious, but to the humble and laborious. Moses tending sheep prefigures Christ the Good Shepherd; the mountain of God prefigures Calvary. The fathers of souls must first learn to pasture flocks before they govern men.
Ex	0	4		2		"And the Lord said to him: What is that in thy hand? He answered: A rod." Lapide notes that Moses, who objected to his mission on account of his slowness of speech, is shown that the instruments God requires are already in his possession. The rod signifies divine power channeled through humble human instruments—a principle of all apostolic ministry. The rod that becomes a serpent prefigures the Cross, which appeared to Pilate and Herod as the instrument of a criminal but was in truth the rod of God's omnipotence.
Ex	0	5		2		Pharaoh said: "Who is the Lord, that I should hear his voice to let Israel go? I know not the Lord." Lapide identifies this as the archetypal response of impious power: denial of divine authority over human affairs. He cites Tertullian and Lactantius: tyrants who persecute the Church always first deny that God rules kingdoms. Pharaoh's question "Who is the Lord?" would be answered by the ten plagues—not that Pharaoh might be converted (his heart was hardened) but that the glory of God might be made manifest before all nations.
Ex	0	7		3		"I will harden the heart of Pharaoh." Lapide addresses the classic theological problem: is God the author of Pharaoh's hardness? He follows Augustine and Aquinas: God hardens Pharaoh not by infusing any evil, but by withdrawing His softening grace (subtrahere gratiam emollitivam). This withdrawal is perfectly just because Pharaoh had previously hardened his own heart by free choice. The hardening of Pharaoh is therefore both his own act and God's judgment—a punitive hardening (induratio poenalis) following on culpable resistance.
Ex	0	8		19		The magicians said to Pharaoh: "This is the finger of God." Even the pagan sorcerers were compelled to confess divine omnipotence at the plague of gnats, which they could not replicate. Lapide notes that "finger of God" (digitus Dei) in Scripture signifies the Holy Spirit, as Our Lord Himself interprets it (Lk. 11:20; cf. Mt. 12:28). The confession of God's finger by unbelievers is a greater glory to God than the praise of friends: vox veritatis extorta ab inimico.
Ex	0	10		21		The ninth plague—darkness that could be felt (tenebrae palpabiles). Lapide explains that this was not ordinary night but a supernatural darkness produced by God blocking or absorbing light throughout Egypt, while light continued in the homes of the Israelites. He allegorizes: this visible darkness typifies the spiritual blindness of those hardened in sin, while the light in Israel's dwellings typifies sanctifying grace and the light of faith, which alone illumines the soul's interior.
Ex	0	11		4		Moses announces the final plague: "At midnight the Lord will smite all the firstborn in Egypt." Lapide reflects on why God chose midnight and why the firstborn: midnight is the hour when security is greatest and terror is therefore most instructive. The firstborn represent the prime of human life and the hope of earthly succession; their destruction teaches that no earthly glory is secure. He notes prophetically that Christ, the true Firstborn of creation, would also die in the darkness of Calvary for the redemption of all.
Ex	0	12		1		# GEM "And the Lord said to Moses and Aaron in the land of Egypt: This month shall be to you the beginning of months." Lapide notes the institution of the liturgical year: God here creates sacred time by making Nisan (Abib) the first month. The Pasch as institution of worship organizes all time around redemptive memory—typifying the Christian liturgical year organized around Easter. He cites Augustine: just as creation began the year of the natural order, the Exodus begins the year of grace.
