book	chapter	verse	latin_incipit	english_translation
Jgs	0	0		0		COMMENTARY ON THE BOOK OF JUDGES. Argument. The Book of Judges takes its name from the Judges of Israel, whose deeds are here recorded. There were twelve Judges: Othniel, Ehud, Shamgar, Deborah (and Barak), Gideon, Abimelech (a tyrant rather than a true judge), Tola, Jair, Jephthah, Ibzan, Elon, Abdon, and Samson. The book covers the period from the death of Joshua to the birth of Samuel. The recurring pattern is: Israel sins → God permits oppression by enemies → Israel repents and cries out → God raises a Judge to deliver them → peace under the Judge → the cycle repeats. The Judges are types of Christ the Savior and Judge of all. The book is part of the Former Prophets. Its human author is uncertain; some attribute it to Samuel, others to Ezra. Its divine Author is the Holy Spirit.
Jgs	0	1		1		AFTER THE DEATH OF JOSHUA THE CHILDREN OF ISRAEL CONSULTED THE LORD. — After the death of Joshua, the Israelites, not yet having subdued all of Canaan, consulted the Lord which tribe should go up first to fight against the Canaanites. They did not act rashly on their own initiative but sought divine guidance. This is an example for all: in difficult matters, especially in war, one ought to consult God through prayer and sacrifice. The Lord answered: Judah shall go up; behold, I have delivered the land into his hands. Thus Judah received the primacy of honor among the tribes, because from Judah Christ was to be born, as Jacob had foretold (Gen. 49:10).
Jgs	0	2		1		AND THE ANGEL OF THE LORD WENT UP FROM GILGAL TO BOCHIM. — This Angel of the Lord is, according to many Fathers (Augustine, Procopius), Christ Himself, the Angel of the Great Counsel (Is. 9:6), or at least a high angel speaking in God's name. Bochim means "weepers," because here the Israelites wept after the angel's rebuke. This was the site of a solemn assembly and lamentation. The angel reproved them because they had made covenants with the Canaanites and broken the covenant of God, which strictly forbade any alliance with idolaters. # GEM — Allegorically, says Origen (Hom. 2 in Judges), this angel represents the preachers and prophets who come to reprove the unfaithful soul that has made alliances with vices and demons instead of cutting them off entirely.
Jgs	0	3		7		THE CHILDREN OF ISRAEL DID EVIL IN THE SIGHT OF THE LORD, AND FORGOT THE LORD THEIR GOD, AND SERVED THE BAALS AND THE ASHEROTH. — The Israelites forgot their God and served false gods. Forgetting God is the root of all sin. Sirach says (10:12): "The beginning of pride is when a man departs from God." And the departure from God begins with forgetting Him — ceasing to pray, ceasing to meditate on His law, ceasing to remember His benefits.
Jgs	0	4		4		NOW DEBORAH, A PROPHETESS, THE WIFE OF LAPPIDOTH, WAS JUDGING ISRAEL AT THAT TIME. — Deborah was both prophetess and judge — a remarkable woman who led Israel in its fourth deliverance. Lapide notes that while women ordinarily do not exercise public authority over men (per Paul, 1 Tim. 2:12), God can make exceptions when men fail in their duty. Deborah was raised up because no man of sufficient virtue was available. She is a rebuke to faint-hearted men. She summoned Barak to lead the army, but insisted on accompanying him — showing that she directed the campaign through faith and prayer, while he provided the military arm. Augustine (QQ. in Jud., q. 26) calls her a figure of the Church. # GEM
Jgs	0	5		1		THEN DEBORAH AND BARAK THE SON OF ABINOAM SANG ON THAT DAY. — The Canticle of Deborah is one of the oldest and most beautiful poems in Scripture. It celebrates the victory over Sisera with exultation and poetry. The ancient Hebrews used song to express gratitude for God's great deeds, as did Moses after the crossing of the Red Sea (Ex. 15), Mary the prophetess (Ex. 15:21), and Hannah (1 Sam. 2). Lapide follows the Fathers in treating this as a prophetic canticle foreshadowing the Church's song of victory over her enemies.
Jgs	0	6		1		THE CHILDREN OF ISRAEL DID EVIL IN THE SIGHT OF THE LORD; SO THE LORD DELIVERED THEM INTO THE HAND OF MIDIAN FOR SEVEN YEARS. — This is the fifth major oppression recorded in Judges. After forty years of peace under Gideon's judgeship (8:28), the cycle resumed. God permitted the Midianites to devastate Israel for seven years as punishment for their idolatry. They were so thoroughly oppressed that the Israelites hid in dens and caves. Lapide observes that God's punishments are always medicinal: He afflicts the body to heal the soul, and permits external enemies to humble internal pride and vice.
Jgs	0	7		2		THE LORD SAID TO GIDEON, "THE PEOPLE WITH YOU ARE TOO MANY FOR ME TO GIVE MIDIAN INTO THEIR HAND, LEST ISRAEL BOAST OVER ME, SAYING, 'MY OWN HAND SAVED ME.'" — God reduced Gideon's army from 32,000 to 300 — less than one percent! — precisely so that no human pride could claim the victory. Lapide: God always works this way when He wills to show His glory most clearly. He chose twelve poor fishermen to convert the world; He chose the Cross (the instrument of shame) to defeat sin and death. Salvianus (De Prov. VII): "Lest the work of the celestial right hand be attributed to human virtue... so that so small a number could claim nothing of the divinely accomplished work of war for itself."
Jgs	0	8		1		AND THE MEN OF EPHRAIM SAID TO HIM, "WHAT IS THIS THAT YOU HAVE DONE TO US, NOT CALLING US WHEN YOU WENT TO FIGHT AGAINST MIDIAN?" AND THEY ACCUSED HIM FIERCELY. — The Ephraimites were arrogant (cf. Is. 11:13) and complained bitterly that Gideon had not summoned them to war. Gideon answered with gentle humility: "What have I done compared to you? Is not the gleaning of the grapes of Ephraim better than the vintage of Abiezer?" (v. 2). By praising their recent achievement (capturing Oreb and Zeeb), he calmed their anger. Lapide praises this as a masterly example of gentle diplomacy: a soft answer turns away wrath (Prov. 15:1). The wise leader deflects pride with praise and thus preserves unity.
Jgs	0	9		7		WHEN IT WAS TOLD TO JOTHAM, HE WENT AND STOOD ON TOP OF MOUNT GERIZIM AND CRIED ALOUD AND SAID TO THEM, "LISTEN TO ME, YOU LEADERS OF SHECHEM, THAT GOD MAY LISTEN TO YOU." — Jotham's parable of the trees is the oldest fable in world literature — predating Aesop, Phaedrus, and all Greek fabulists by centuries. Lapide points out this priority of antiquity. The trees ask the olive, fig, and vine to reign over them; all three refuse, preferring their own fruitfulness to the empty honor of royalty. Finally the bramble (rhamnus) accepts — on threatening terms. Jotham used this fable to denounce the election of Abimelech as king.
Jgs	0	10		16		SO THEY PUT AWAY THE FOREIGN GODS FROM AMONG THEM AND SERVED THE LORD, AND HE BECAME IMPATIENT OVER THE MISERY OF ISRAEL. — "He became impatient over the misery of Israel" — literally, "His soul was grieved for the travail of Israel." God's mercy is moved by the suffering of the penitent. Though He had declared He would no longer deliver them (v. 13), when they truly repented and put away their idols, His compassion prevailed. Lapide: this is not inconsistency in God, but the unchanging truth that He always forgives the sincere penitent. The proclamation of withdrawal was conditional — a warning to move them to repentance — not an absolute decree.
Jgs	0	11		1		NOW JEPHTHAH THE GILEADITE WAS A MIGHTY WARRIOR, BUT HE WAS THE SON OF A PROSTITUTE. — Jephthah, the ninth Judge, was born of a harlot — or, more precisely, a concubine of his father Gilead. He was driven out by his half-brothers and became a leader of outlaws in the land of Tob. Yet God chose him to deliver Israel from the Ammonites. Lapide: as Gideon's angel said, "The Lord is with you, O mighty man of valor," so here: lowly birth does not bar God's choice. By dispensation of the law of Deuteronomy 23:2 (which excluded the illegitimate from the assembly of God), God permitted Jephthah — through the people's necessitas — to lead Israel. God's call overrides human stigma when He wills it.
Jgs	0	12		6		THEN THEY SAID TO HIM, "SAY NOW SHIBBOLETH," AND HE SAID "SIBBOLETH," FOR HE COULD NOT PRONOUNCE IT RIGHT. AND THEY SEIZED HIM AND SLAUGHTERED HIM AT THE FORDS OF THE JORDAN. — The Ephraimites could not pronounce the "sh" sound and said "s" instead — so Gileadites detected fleeing Ephraimites at the Jordan crossings by this shibboleth (meaning "ear of grain"). Forty-two thousand Ephraimites fell. Lapide: this is a remarkable instance of a dialectal difference becoming a matter of life and death. He notes as a curiosity that small differences in pronunciation distinguish nations, and that language is deeply connected to identity. Allegorically: those who cannot pronounce the true "shibboleth" of orthodox faith — who stumble in confessing the truths of the Creed — are distinguished from the faithful by this very failure.
Jgs	0	13		1		AND THE PEOPLE OF ISRAEL AGAIN DID WHAT WAS EVIL IN THE SIGHT OF THE LORD, SO THE LORD GAVE THEM INTO THE HAND OF THE PHILISTINES FOR FORTY YEARS. — The Philistine oppression lasted forty years, running concurrently with Samson's judgeship of twenty years. Lapide establishes the chronology carefully: the forty years of oppression began twenty years before Samson became judge and ended with his death, when he destroyed the Philistine leadership by pulling down the temple of Dagon (ch. 16:30). The oppression overlapped with the judgeships of Ibzan, Elon, Abdon, and Samson himself.
Jgs	0	14		4		HIS FATHER AND MOTHER DID NOT KNOW THAT IT WAS FROM THE LORD, FOR HE WAS SEEKING AN OPPORTUNITY AGAINST THE PHILISTINES. — God used even Samson's desire for a Philistine wife as the occasion for beginning Israel's deliverance. His parents were troubled because the law discouraged marriage outside Israel (Deut. 7:3). But God in this case willed an exception, using the marriage as a provocation against the Philistines. Lapide, following Ambrose (Ep. 24): "In marriage, religion is sought first. Charity cannot bind those whose faith is divided. Often the allurement of a wife has deceived even the strongest husbands and led them away from religion." He concludes: "Take care, O Christian, not to give your daughter to a Gentile or a Jew; take care not to take as a wife a Gentile, Jewish, heretical, or any woman alien to your faith." The Church has therefore declared marriages of disparate worship null and void.
Jgs	0	15		4		SO SAMSON WENT AND CAUGHT THREE HUNDRED FOXES AND TOOK TORCHES. AND HE TURNED THEM TAIL TO TAIL AND PUT A TORCH BETWEEN EACH PAIR OF TAILS. — Samson caught 300 foxes (some manuscripts suggest jackals), tied them in pairs by their tails with a torch between each pair, lit the torches, and released them into the Philistine grain fields, vineyards, and olive orchards. Lapide: Samson showed cunning equal to his strength — he outfoxed the foxes. He notes that 300 jackals/foxes are not an implausible number for the rich region around Zorah (cf. "the foxes that spoil the vines," Cant. 2:15). — ALLEGORICAL: Ambrose (in Ps. 118, Serm. 41) and Augustine (Serm. 107 De Temp.): the foxes represent heretics. (1) Both have great craftiness and deceitfulness. (2) Foxes travel not in straight paths but in crooked windings — so heretics have no straight doctrine. (3) Their tails are joined but their heads divided: among heretics there are as many opinions as there are heads, but all conspire toward the common end of opposing orthodox faith. (4) The torch-bearing foxes set fire to others' fields — heretics destroy with their lies and schisms the fruits of others' labors and faith. Ambrose: "Through this figure it is signified that dishonest and fraudulent men, and especially heretics, have free tongues for barking but impeded exits; or they have religious beginnings but an end destined for the fire of their fraud, wherefore they were sent away with three hundred foxes, since the faithless commend the preaching of the cross but cannot hold its mystery." # GEM
Jgs	0	16		3		BUT SAMSON LAY TILL MIDNIGHT, AND AT MIDNIGHT HE AROSE AND TOOK HOLD OF THE DOORS OF THE GATE OF THE CITY AND THE TWO POSTS, AND PULLED THEM UP, BAR AND ALL, AND PUT THEM ON HIS SHOULDERS AND CARRIED THEM TO THE TOP OF THE HILL THAT IS IN FRONT OF HEBRON. — # GEM — Samson rising at midnight and carrying the gates of Gaza to the top of a mountain is a most celebrated type of the Resurrection of Christ. Augustine (Serm. 107 De Temp.), Gregory the Great (Hom. 9 in Evang.), Jerome (On Eph. 1): the city of Gaza signifies Hell; the Philistines signify the Jewish leaders who guarded Christ's tomb; Samson rising at midnight and carrying the gates of the city foreshadows Christ rising before dawn from the sealed tomb, not only escaping from death but destroying the very gates and bars of death and hell, and leading the Patriarchs and Prophets out in triumph. Gregory: "Whom but the Redeemer does Samson signify? What does the city of Gaza designate but hell? What do the Philistines represent but Jewish perfidy? ...Samson arose at midnight and not only went out but carried the very gates, because our Redeemer, rising before dawn, not only went freely out from hell but also destroyed the very strongholds of hell. He took the gates and climbed the summit of the mountain, because in rising He destroyed the bars of hell, and in ascending He penetrated the kingdoms of heaven."
