1Chr	25:1	David and the commanders of the army set apart for service the sons of Asaph, Heman, and Jeduthun, who were to prophesy with lyres, harps, and cymbals. Lapide notes that the author of Chronicles (identified by the Rabbis, Lyra, Sixtus of Siena, Driedo, and others as Ezra) compiled this book from public annals and diaries, supplying what was omitted in the Books of Kings, as Jerome wrote to Domnius. While much is repeated from Kings, what is distinctive here is treated more fully or explained more clearly than in the parallel passages.
1Chr	25:2	Among the sons of Asaph: Zaccur, Joseph, Nethaniah, and Asarelah — sons of Asaph, under the direction of Asaph, who prophesied under the king's supervision. Lapide observes that prophesying here refers to sacred song and musical performance in divine worship, a form of inspired praise rather than prediction of future events.
1Chr	25:3	Of Jeduthun: his sons Gedaliah, Zeri, Jeshaiah, Shimei, Hashabiah, and Mattithiah — six in number — under the direction of their father Jeduthun, who prophesied with the lyre in thanksgiving and praise to the Lord.
1Chr	25:4	Of Heman: his sons Bukkiah, Mattaniah, Uzziel, Shebuel, Jerimoth, Hananiah, Hanani, Eliathah, Giddalti, Romamti-ezer, Joshbekashah, Mallothi, Hothir, and Mahazioth. Lapide notes the remarkable number of Heman's sons — fourteen — as a sign of divine blessing upon the chief singer of the sanctuary.
1Chr	25:5	All these were sons of Heman the king's seer, given by God's promise to exalt him, for God had given Heman fourteen sons and three daughters. Lapide remarks that Heman is called the king's seer (videns regis) because he received divine revelations and communicated them through sacred music, and that the three daughters joined in the liturgical singing, a notable instance of women's participation in temple worship.
1Chr	25:6	All these were under the direction of their fathers for the singing in the house of the Lord, with cymbals, harps, and lyres, for the service of the house of God — Asaph, Jeduthun, and Heman under the authority of the king. Lapide emphasizes the hierarchical order David established, with everything subordinated to royal authority, reflecting the divinely sanctioned structure of sacred worship.
1Chr	25:7	Their number, together with their relatives who were trained in singing to the Lord — all who were skilled — was 288. Lapide notes that this large company of trained musicians testifies to David's extraordinary zeal for the dignity of divine worship, organizing sacred music with the same care he devoted to every other aspect of temple service.
1Chr	25:8	They cast lots for their duties, small and great alike, teacher and pupil together. Lapide notes that the use of lots here signified that the division of liturgical offices was committed to divine providence rather than human preference or favoritism, so that no one could claim superiority or complain of injustice in the assignment of sacred duties.
1Chr	25:9	The first lot fell to Asaph's family, to Joseph; the second to Gedaliah, together with his brothers and sons — twelve in all. Lapide explains that twenty-four divisions of singers were established corresponding to the twenty-four divisions of priests instituted by David, so that the entire liturgical order of the temple mirrored a perfect, divinely ordered symmetry in both priesthood and song.
1Chr	25:10	The third lot fell to Zaccur, his sons and his brothers — twelve. Lapide observes that throughout this chapter the consistent number twelve for each division signifies completeness and order, evoking the twelve tribes of Israel and pointing to the comprehensive scope of worship offered on behalf of the whole people of God.
