book	chapter	verse	latin_incipit	english_translation
Dt	0	1		0		Lapide's Argument: The entire Pentateuch was originally one book of the law among the Hebrews. The fifth book takes its Hebrew name "elle haddebarim" ("these are the words") from its opening, and was called by the Greeks "Deuteronomium," meaning "second law," and by the Rabbis "iteratio legis" (repetition of the law). It does not contain a new or different law from the preceding books, but is rather a repetition and explanation of the law given at Sinai 38 years earlier — as Theodore (q. 1), Augustine (q. 49), and Athanasius (in Synopsis) affirm. Jerome (in Prologus Galeatus) calls it "the second law and prefiguration of the evangelical law." Moses promulgated it in the 40th year of the Exodus, shortly before the Hebrews crossed the Jordan into Canaan, on the plains of Moab. The causes of this repetition were twofold: first, all the elders who had heard the first law at Sinai had died (Num. 14); second, Moses, about to die, wished to impress the law more deeply upon his people. Deuteronomy is thus a sustained, fervent homily. Moses authored it in the 120th and final year of his life (year of the world 2493, before Christ 1456), in the space of a few weeks during the eleventh month.
Dt	0	2		1		"We turned and went into the wilderness toward the Red Sea, as the Lord had spoken to me; and we compassed Mount Seir for a long time." Lapide notes the Hebrews wandered around Idumea (Edom), whose father was Esau called Edom (ruddy) and Seir (hairy). He refers the reader to the maps of Adrichomius for a visual account of the wanderings.
Dt	0	3		11		"Only Og king of Bashan was left of the remnant of giants. His iron bedstead... nine cubits long and four cubits broad, by the cubit of a man." Lapide notes that the Talmudists fable that this bed was Og's cradle as a child, and that as an adult his foot alone was 120 cubits. Lapide dismisses this as fable. He notes the physical observation that very large bodies often have little intellect — the common saying of Sophocles: "great size, small mind." Vegetius (l. 1, c. 5) says valor, not stature, wins wars. # GEM Allegorically (Abulensis): "Og" in Hebrew signifies one who bakes (a sinner who heaps sin upon sin until he sinks into the depths of evil). The nine cubits of length of his bed signify nine steps in luxury: (1) exquisite foods; (2) constant wine (as Jerome says, "a belly steaming with wine belches lust"); (3) spectacles; (4) lascivious songs; (5) aromatic perfumes that provoke lust; (6) gifts; (7) soft beds; (8) wicked companions; (9) shameful use of women. The four cubits of breadth are: (1) evil thought; (2) consent to act; (3) the act itself; (4) long habituation — which makes the bed "iron," impervious to good counsel or divine inspiration.
Dt	0	4		2		"You shall not add to the word that I command you, nor take from it." # GEM Lapide refutes the Protestant heretics who cite this verse against Tradition and Church canons. He offers six arguments: (1) If taken absolutely, Joshua, the Prophets, Christ, and the Apostles all sinned by adding to Moses/the Pentateuch. (2) Moses says "that I speak" (quod loquor), not "that I write" — so it perverts the text to exclude living oral Tradition. (3) This verse conflicts with itself if the heretics are right, since Deut. 17:10 commands obedience to the priest and pontiff under pain of death. (4) All kings, emperors, princes, and magistrates would sin against this law, since they add edicts to God's laws. (5) Calvin himself admits the Apostles added rites and ceremonies, and Calvin himself instituted a new form of church with new rites, ministers, doctrine, preaching, prayer, governance, and sacramental administration. (6) Moses spoke these words to Jews, not Christians — commanding them to observe circumcision and the sacraments of the old law and add nothing; so this law is ceremonial, binding Jews, not Christians.
Dt	0	5		2		"The Lord our God made a covenant with us in Horeb. Not with our fathers did the Lord make this covenant, but with us, who are all of us here alive today." Lapide: Moses does not mean God made NO covenant with the patriarchs, but that He made this particular covenant not only with them but also with us. Augustine notes many who heard the law at Sinai as children (under 20) were still alive at this moment, not having been included in the sentence of death for the murmurers (Num. 14:29). The Hebrew is emphatic: "Not with our fathers did YHWH cut this covenant, but with us — with us, all of us here alive today."
Dt	0	6		4		"Hear, O Israel: The Lord our God, the Lord is one." # GEM The Shema. Lapide gives the Hebrew "Audi, Israel: Jehova, Deus noster, Jehova unus est." He notes the Hebrew name of God is echad (one), and explains this is the confession of monotheism known to all peoples. He traces the word through: God called Ahad by the Syrians, Adad by the Assyrians (Macrobius, l. Saturn. 23 — Adad was the supreme Assyrian God, the sun as sole and unique cause of all living things). He gives six philosophical proofs that God is one: (1) God is absolute simplicity/perfection — two gods would each lack something the other has, making neither absolutely perfect. (2) Two gods would have two distinct wills and could will contraries, resulting in war and chaos. (3) Two gods would limit each other's power. (4) God is the world's monarch — monarchy is the best government (Homer). (5) All things originate from unity, like numbers from one and lines from a center. (6) One must order all diverse things into one order. # GEM On the mystery of the Trinity: Lapide cites the ancient Rabbis (R. Simeon ben Yohai, via Galatinus, l. 2, c. 1) who expounded Isaiah 6:3 ("Holy, holy, holy"): "The first Holy is the Father, this Holy is the Son, this Holy is the Holy Spirit" — and who ordained this verse and the Shema to be recited twice daily to confess the Trinity with the unity of the divine essence. The oracle of Serapis to King Thulis (preserved in Suidas) is also cited: "First God, then the Word, and with them the Spirit. All these are of one nature and make one whole."
Dt	0	7		1		The seven nations of Canaan (Hethites, Gergesites, Amorites, Canaanites, Perizzites, Hivites, Jebusites) were to be utterly destroyed. Lapide: Allegorically (Cassian, Collat. 5, c. 16), the seven hostile nations signify the seven capital sins.
Dt	0	8		2		"And you shall remember all the way which the Lord your God has led you these forty years in the wilderness, that he might humble you, testing you to know what was in your heart, whether you would keep his commandments, or not. And he humbled you and let you hunger and fed you with manna." # GEM Lapide: Morally, God afflicts with poverty those He wills to feed with manna — i.e., spiritual food. Those who lack earthly consolations abound in heavenly ones. Contrariwise, those who abound in human consolations are deprived of divine ones. Jacob, poor and fleeing Esau, saw the ladder to heaven (Gen. 28:12); John in exile saw the Apocalypse; Stephen in his stoning saw Jesus at God's right hand. Hence Christ's sign: "The poor have the good news preached to them" (Matt. 11:5).
Dt	0	9		4		"Do not say in your heart... 'It is because of my righteousness that the Lord has brought me in to possess this land'... Know therefore, that the Lord your God is not giving you this good land to possess because of your righteousness, for you are a stubborn people." # GEM Lapide: The conquest of Canaan was not due to Israel's merit but to the wickedness of the Canaanites and God's oath to the patriarchs. Israel is warned against self-righteousness in prosperity — a perpetually relevant temptation.
Dt	0	10		8		"At that time the Lord set apart the tribe of Levi to carry the ark of the covenant of the Lord, to stand before the Lord to minister to him and to bless in his name... Therefore Levi has no portion or inheritance with his brothers; the Lord is his inheritance." Lapide: The separation of Levi is the divine institution of the clerical state. The Lord Himself is their portion — not earthly land. "The Lord is his inheritance" is the foundational text for clerical detachment from temporal wealth and worldly pursuits.
