2Mc	1:1	The contrary opinion, however, as it is more common, so also is it more true: namely, that the ark, the tabernacle, and the altar of incense were not found together with the sacred fire under Nehemiah and Darius, but are to be revealed at the end of the world, when God through Elijah and Enoch will convert His people, that is, the Jews, to Christ, and will gather them together with the Gentiles into one Church. For then Elijah, in order to confirm them in the faith of Christ, will show them the ark promised by Jeremiah for that age. This is proved first, because if these things had been found along with the fire, the author here would certainly have narrated that same fact here, just as he narrated concerning the fire; for this would have pertained plainly to the present matter. But now he narrates nothing of the sort here. Second, because under Nehemiah no complete
2Mc	2:1	Many Jews indeed remained in Babylon; others were dispersed into various regions. Thirdly, if the ark had been found, at the time of the spoliation of the second temple which was carried out by Titus, it would have been placed among the spoils. But it is not placed [among them] according to Jose[phus].
2Mc	6:1	Josephus relates what Pompey saw when he entered the Holy of Holies, enumerating that there was absolutely nothing of the sacred things in the Holy of Holies. When Pompey entered into that same Holy of Holies, Josephus recounts what he saw in the temple.
2MC	8:1	Judas Maccabaeus, with about six thousand men, called upon the Lord to look upon the people who were trodden down by all, and to have pity on the temple that had been profaned by ungodly men.
2MC	8:1	The ark of the covenant was hidden by Jeremiah, as noted above; it was never restored to the second temple. This is confirmed four ways: first, from 2 Maccabees 2; second, from Josephus; third, because on the triumphal arch of Titus in Rome we see depicted the golden candlestick and the table of showbread, but no ark is depicted; fourth, because this is the common opinion of the Hebrews, who constantly assert that these vessels were absent from the second temple. The same is asserted by Latin and Greek writers, as St. Epiphanius and Dorotheus, already cited in the life of Jeremiah, St. Thomas, Lyranus, and others.	# GEM
2Mc	9:0	Some add that the Hebrews, when the ark, the tabernacle, and the altar of incense made by Moses were lacking, fabricated similar ones and placed them in the second temple (for the temple required this adornment as proper to itself); and this is sufficiently gathered from 1 Macc. 1:23, where it is said that Antiochus Epiphanes took from the temple the golden altar and the lampstand of light, and the table of the showbread.
2Mc	9:0	Nebr., Chronol. anno mundi 3730, Bellarmine de verbo Dei c. 15, Abulensis on Exod. c. 15, q. 1, assert that these vessels were hidden in the same place where the body of Moses was laid, and that they will appear when the body of Moses rises again and appears, which will be at the end of the world. So also Dorotheus in the Life of Jeremiah says that he hid the ark in the tomb of Moses and Aaron. Cosmas Magallanes, preface to Joshua, section 6, holds the same view.
2Mc	11:0	The argument of the second book was the same as that of the first, namely the deeds of Judas Maccabaeus and his brothers: for these things, written briefly in the first book, are narrated more fully here; and many things are also added which were omitted in the first book.
2Mc	11:0	[Antiochus the Noble] that is, Antiochus Epiphanes: for ἐπιφανής in Greek means the same as illustrious, noble; he was so called by the Gentiles on account of his illustrious deeds, although more truly he was surnamed ἐπιμανής by Polybius and others, that is, mad and insane, as I said in book 1.
2Mc	11:0	[AND OF THE ILLUMINATIONS WHICH WERE MADE FROM HEAVEN FOR THOSE WHO FOUGHT BRAVELY FOR THE JEWS.] By illuminations from heaven he means the signs sent from heaven on behalf of Judas and his companions, who, aided by the help of Angels and fighting bravely for the Jews, overthrew the great armies of Antiochus. Hence Angels appeared to Judas, and went before his camp as leaders of war, as we shall hear in what follows.
2Mc	11:0	[THE LORD HAVING BEEN MADE PROPITIOUS TO THEM WITH ALL TRANQUILITY,] as if to say: the Lord calming and settling the disturbances, tumults and battles launched against the Jews by Antiochus, and restoring to them their former peace. For the tranquil God tranquilizes all things, and to look upon tranquilly is to rest, as one of the Saints says.
2Mc	11:0	[And likewise what was contained by Jason of Cyrene in five books, we have attempted to abridge into one volume,] that is, to reduce into this brief volume. Calvin and the Innovators object that this Jason was a Cyrenean, and therefore a Gentile, and accordingly this book, which is an abridgment of Jason, is not sacred and canonical. The reply is that this Jason was a Jew, not a Gentile: for Jews were scattered throughout the whole world, and therefore dwelt also in Cyrene, as is clear from Acts 2 and 6. For Gentiles were enemies of the Jews, and mocked, belittled, and distorted their law, rites, and deeds. But this Jason extols and celebrates all these things, as is clear from what follows. Therefore he was himself a true worshipper of God, an upright and pious man, and a zealot for the worship of God.
2Mc	11:0	But even granting that Jason had been a Gentile, Judas nonetheless, who selected, arranged, ordered, composed, and made his own the writings of Jason, and reduced them into this book, with the Holy Spirit always assisting him lest he err anywhere, made this book canonical. Wherefore he accomplished the same effect as if whatever was false, impious, or obscene in the books of Jason, Judas would omit or correct. Note here the canon: When a canonical author cites and approves the sayings of some profane author, by this very act he makes them canonical. Thus St. Paul in Titus 1:12 cites that saying of Epimenides: "Cretans are always liars, evil beasts, lazy gluttons"; and adding: "This testimony is true," by this very act he attributes to it canonical and infallible authority. Similarly that saying of Job 5:13: "He catches the wise in their craftiness," as it was said by Epiphar the Gentile, does not have canonical authority; yet it acquired it when cited and praised by Paul in 1 Cor. 3:19. In like manner Judas, this canonical author, by citing and praising the words of Jason, made them canonical. So again Paul in Acts 17:28, citing and approving those words of Aratus: "For we are indeed his offspring," attributes to them canonical authority. So Sanchez, Serarius, Bellarmine and others. # GEM
2Mc	11:0	[We have undertaken a task full of watchfulness and toil.] For it is a work of great labor and industry to read very many things, and to compress and comprise all of them methodically, elegantly, clearly, and fully in few words. Thus labored he who transcribed the Iliad of Homer in such minute letters that he enclosed the whole of it within the shell of a nut, as Pliny testifies in book 7, chapter 21; and Archimedes, who, as Cicero says in the Tusculans, bound the motions of the moon, sun, and five wandering stars into a sphere, and that with divine genius. And because few know how to do this, hence compilations are often deficient. To embrace many things in few words is therefore the mark of a great man and of a profound intellect, which perceives and grasps the point of manifold truth in a single glance of the mind. This Laconism, that is, brevity of speech, is the sign of a silent, meditative, and wise mind, and therefore it was used by the seven sages of Greece, whose sayings are these: "Know thyself," "Nothing in excess," "Be surety, harm is at hand," etc. Hear Plutarch in his treatise On Garrulity: "The praises of silence and taciturnity must always be heard, and their majesty, sanctity, and likeness to sacred mysteries, and how those who are more admired, more beloved, and accounted wiser, are those who are restrained and brief in speech, and in whose brief utterance there is great meaning. For Plato also praises these men, teaching that they are like skilled javelin-throwers, when they release words that are crisp, dense, and intertwined with one another. And Lycurgus, restraining his citizens from boyhood in silence, trained them in this skill of speaking concisely and compactly. For just as the Celtiberians strengthen and solidify iron by burying it in the earth, purging away the thick and earthy parts, so Laconic speech was stripped of its bark, and sharpened into effectiveness by the removal of superfluities: for that skillful brevity of speaking, and versatile sharpness in replies, was the fruit of much silence."
2Mc	11:0	[CONCEDING THE TRUTH INDEED TO THE INDIVIDUAL AUTHORS (in Greek: to the author, namely Jason of Cyrene), BUT OURSELVES ACCORDING TO THE GIVEN (already stated) FORM STRIVING FOR BREVITY,] as if to say: I, Judas, the writer of this book, did only this: to abridge the writings of Jason; wherefore I did not wish to scrutinize carefully the truth of individual matters, even the most minute, as written by him, but I attribute the praise of this truthfulness to Jason, as a writer who is upright, truthful, and exact, who first diligently investigated all these things and wrote down only what was certainly established. Thus he thinks modestly of himself, and
2Mc	11:1	SICUT ENIM NOVAE DOMUS ARCHITECTO.] From the same modesty, Judas here compares Jason to the architect of a great building, upon whom falls the arrangement and construction of the entire structure; but himself to the painter who adorns an already completed building with his painting, as if to say: it belongs to the historian to construct the framework of history; but it belongs to the abbreviator to adorn it with his own brief and elegant style.
2Mc	11:2	ETENDI INTELLECTUM COLLIGERE.] He calls 'intellectum' the argument, or rather the subject matter which the historian gathers together and sets before the reader to be read and understood.
2Mc	11:3	EXSECUTIONES RERUM VITARE HI BREVIANT CONCEDENDUM EST.] In Greek: to omit curiosity of detail must be conceded to one making an abbreviation. As if to say: it belongs to the historical author to investigate and narrate each individual detail with care; but it belongs to the abbreviator to cut away many of these things and to encompass much in few words. For in Greek ἐξεργασίαν signifies work done with great diligence and care, that is, what is treated with curiosity, exactness, fullness and completeness. And this our author calls 'exsecutiones': nor should you consider this word un-Latin. For 'exsequi' means to complete and perfect something, and therefore to do it carefully; whence that saying of Tully in the Orator: 'He follows through all things divinely.' And that of the same in De Universitate: 'There is therefore no doubt that he preferred to follow through eternity, since nothing is more beautiful than the world, nor more excellent than its builder.' And that of the same in De Senectute: 'To follow through all the duties and functions of a king.' Again, and more to the point at hand, 'exsequi' means to expound a matter in minute detail and at length, and to pursue it in narration. Thus Livy, book 5: 'He then followed through what the customary derivation was.' And Cicero in Marius, book 1.27: 'I have,' he says, 'many more obscure matters which I can scarcely follow through in words.' And Pliny, book 35, chapter 8: 'Now I shall run through the celebrated matters with the greatest brevity; for such a following-through, that is, a more extended and fuller narration, is not in keeping with the plan of the work.' Thus here 'exsecutiones' are opposed to the abbreviation which our Author here proposed to himself to follow.
2Mc	11:4	[Chapter 3 Synopsis] The prosperous state of Jerusalem is reviewed under the high priest Onias, which the contentiousness and treachery of Simon the temple prefect disturbed: for he himself betrayed the temple treasures to King Seleucus, who sent Heliodorus to plunder them; but he was sharply beaten by angels, and restored to health by the prayers of Onias, and began to celebrate everywhere the power of God and the sanctity of the temple.
2Mc	11:5	IGITUR CUM SANCTA CIVITAS HABITARETUR IN OMNI PACE.] Therefore when the holy city was inhabited in complete peace, and the laws were still being kept in the best manner, on account of the piety of the high priest Onias, and minds having hatred of evil.
2Mc	11:6	FIEBAT UT ET IPSI REGES ET PRINCIPES LOCUM SUMMO HONORE DIGNUM DUCERENT.] It came about that even the kings and princes themselves considered the place worthy of the highest honor, and adorned the temple with the greatest gifts.
2Mc	11:7	ITA UT SELEUCUS ASIAE REX DE REDDITIBUS SUIS PRAESTARET OMNES SUMPTUS AD MINISTERIUM SACRIFICIORUM PERTINENTES.] So that Seleucus king of Asia provided from his own revenues all expenses pertaining to the ministry of sacrifices.
2Mc	11:8	SIMON AUTEM DE TRIBU BENJAMIN PRAEPOSITUS TEMPLI CONSTITUTUS CONTENDEBAT.] Simon of the tribe of Benjamin, appointed prefect of the temple, was striving, with the high priest opposing him, to bring about something wicked in the city.
