book	chapter	verse	latin_incipit	english_translation
2Sam	0	1		1		[CAPUT PRIMUM] SYNOPSIS: David, informed of Saul's death by an Amalekite claiming to have slain him, slays the messenger. He then mourns and composes an elegy for Saul and Jonathan.
2Sam	0	2		1		[CAPUT SECUNDUM] SYNOPSIS: David, by divine oracle, is sent to Hebron, where he is anointed king over Judah. He blesses the men of Jabesh for burying Saul. Abner sets up Ishbosheth as king over Israel; battle follows at the pool of Gibeon.
2Sam	0	3		1		[CAPUT TERTIUM] SYNOPSIS: Long war between the house of David and the house of Saul. Abner quarrels with Ishbosheth and negotiates to bring Israel over to David; Joab treacherously murders Abner; David mourns and disavows the deed.
2Sam	0	4		1		[CAPUT QUARTUM] SYNOPSIS: Baanah and Rechab murder Ishbosheth in his sleep and bring his head to David, expecting a reward; David has them executed.
2Sam	0	5		1		[CAPUT QUINTUM] SYNOPSIS: All Israel anoints David king at Hebron. He captures Jerusalem from the Jebusites and makes it his capital. He defeats the Philistines twice.
2Sam	0	6		1		[CAPUT SEXTUM] SYNOPSIS: David brings the Ark to Jerusalem with great rejoicing. Uzzah is struck dead for touching the Ark. The Ark rests in the house of Obed-Edom for three months. David dances before the Ark; Michal despises him.
2Sam	0	7		1		[CAPUT SEPTIMUM] SYNOPSIS: David proposes to build a temple; Nathan at first approves, but God sends Nathan to forbid it, promising instead an eternal dynasty to David and that his son will build the Temple. David's magnificent prayer of thanksgiving.
2Sam	0	8		1		[CAPUT OCTAVUM] SYNOPSIS: David's conquests over the Philistines, Moabites, Hadadezer of Zobah, the Syrians, the Edomites. His administration of justice.
2Sam	0	9		1		[CAPUT NONUM] SYNOPSIS: David seeks out the family of Jonathan to show kindness for his sake, and finds Miphibosheth, lame of both feet, whom he restores to honor at his own table.
2Sam	0	10		1		[CAPUT DECIMUM] SYNOPSIS: David's ambassadors are shamefully treated by the Ammonites; war follows. Joab and Abisai rout the Ammonites and Syrians.
2Sam	0	11		1		[CAPUT UNDECIMUM] SYNOPSIS: David, remaining at Jerusalem while his army besieges Rabbah, sees Bathsheba, commits adultery with her, and when she is found with child, contrives the death of her husband Uriah.
2Sam	0	12		1		[CAPUT DUODECIMUM] SYNOPSIS: Nathan rebukes David with the parable of the ewe-lamb. David repents. The child born of adultery dies. Solomon is born. David takes Rabbah.
2Sam	0	13		1		[CAPUT DECIMUM TERTIUM] SYNOPSIS: Amnon rapes his half-sister Tamar; Absalom avenges her by killing Amnon two years later; then flees to Geshur.
2Sam	0	14		1		[CAPUT DECIMUM QUARTUM] SYNOPSIS: Joab contrives by means of a wise woman of Thecua to induce David to recall Absalom; David recalls him but will not see him. Description of Absalom's beauty and famous hair. Eventually Absalom is admitted to David's presence.
2Sam	0	15		1		[CAPUT DECIMUM QUINTUM] SYNOPSIS: Absalom systematically steals the hearts of Israel. He conspires in Hebron; David flees Jerusalem weeping and barefoot. The Ark is sent back. David sends Hushai to spy and frustrate Achitophel's counsel.
2Sam	0	16		1		[CAPUT DECIMUM SEXTUM] SYNOPSIS: Siba meets David with provisions and slanders Miphibosheth. Semei curses David with stones. David forbids his men to touch Semei. Absalom enters Jerusalem and violates David's concubines at Achitophel's counsel.
2Sam	0	17		1		[CAPUT DECIMUM SEPTIMUM] SYNOPSIS: Achitophel counsels swift pursuit of David; Hushai counters with a massive strategy, which Absalom adopts. Hushai warns David via the priests; David crosses the Jordan. Achitophel hangs himself.
2Sam	0	18		1		[CAPUT DECIMUM OCTAVUM] SYNOPSIS: David arrays his forces in three divisions. Battle in the forest of Ephraim; Absalom's army routed. Absalom caught by his hair in an oak; Joab kills him with three lances. David's inconsolable grief.
2Sam	0	19		1		[CAPUT DECIMUM NONUM] SYNOPSIS: David mourns Absalom; Joab rebukes him; he appears before the people. Semei asks pardon; David forgives him. Miphibosheth explains his absence. Barzillai is invited to court; sends Chamaam instead. Dispute between Judah and Israel.
2Sam	0	20		1		[CAPUT VIGESIMUM] SYNOPSIS: Sheba the son of Bichri raises revolt; Amasa is murdered by Joab. The city of Abel Beth-Maachah besieged; a wise woman saves it by delivering Sheba's head to Joab.
2Sam	0	21		1		[CAPUT VIGESIMUM PRIMUM] SYNOPSIS: Famine for three years because of Saul's massacre of the Gibeonites; David gives seven of Saul's descendants to the Gibeonites to be crucified. Rizpah watches over the bodies. David retrieves Saul's bones. Four battles against Philistine giants.
2Sam	0	22		1		[CAPUT VIGESIMUM SECUNDUM] SYNOPSIS: David's hymn of thanksgiving — identical to Psalm 17 (18). Lapide notes it is more appropriately expounded in its place among the Psalms, but offers brief observations here.
2Sam	0	23		1		[CAPUT VIGESIMUM TERTIUM] SYNOPSIS: David's last prophetic words. Catalogue of his thirty-seven mighty men and their deeds.
2Sam	0	24		1		[CAPUT VIGESIMUM QUARTUM] SYNOPSIS: God, angry with Israel, incites David to number the people; David repents; choice of three punishments; David chooses pestilence; 70,000 die; David intercedes; he builds an altar on Araunah's threshing floor and the plague ceases.
