book	chapter	verse	latin_incipit	english_translation
2Sm	1	1		After the death of Saul, David returned from the slaughter of the Amalekites and remained two days in Siceleg. Lapide notes David's grief was sincere and not feigned: he mourned even for Saul his persecutor, showing heroic charity toward enemies — a type of Christ weeping over Jerusalem.
2Sm	1	17		David composed a lamentation over Saul and Jonathan and commanded it be taught to the children of Judah. Lapide: the canticle \"Bow of Jonathan\" (v.18) is a monument of sacred poetry; Jonathan is called \"most amiable above the love of women\" (v.26), illustrating that holy friendship surpasses carnal love.
2Sm	1	26		I grieve for thee, my brother Jonathan: exceeding beautiful, and amiable to me above the love of women. Lapide notes David loved Jonathan with a chaste and holy friendship, which Scripture itself praises; a type of the love of Christ for souls.
2Sm	2	1		David consulted the Lord before going up to Hebron; he was anointed king over the house of Judah. Lapide notes he waited on God's direction — a lesson for all rulers: seek God before undertaking government.
2Sm	3	1		There was a long war between the house of Saul and the house of David, but David went on and grew ever stronger, while the house of Saul daily decayed. Lapide: the house of David is the Church, growing through tribulation; Saul's house is the synagogue or heresy, inevitably declining.
2Sm	4	1		The death of Ishbosheth by treachery from his own commanders, Baanah and Rechab. Lapide notes David punished the assassins of Ishbosheth as murderers, though he gained the throne thereby — showing that lawful ends do not justify wicked means. [OCR: illegible] marginal note partially cut off.
2Sm	5	1		All the tribes of Israel came to David at Hebron, saying: \"We are thy bone and thy flesh.\" Lapide: David as type of Christ, to whom all nations are united as members of His Body; Hebron (meaning \"congregation\") signifies the Church.
2Sm	5	3		David was made king over all Israel at the age of thirty. Lapide: the age of thirty is consecrated as the age of full authority; Christ also began His public ministry at thirty, and both Melchisedech and Joseph entered their office at the same age.
2Sm	5	6		David captured Jerusalem from the Jebusites, who mocked him saying \"the blind and the lame shall keep thee off.\" Lapide interprets the Jebusites as the devil and his vices, whom Christ-David expelled from the city of the soul; Jerusalem = the vision of peace, the Church, the soul in grace.
2Sm	5	7		David took the castle of Sion, which is the city of David. Lapide: Sion, meaning \"watchtower\" or \"contemplation,\" signifies the Church Militant and the soul raised to contemplation; David who captured it is Christ, who by His Cross conquered the fortress of sin.
2Sm	5	9		David built the city from Mello to the interior. Lapide: the city of David — Jerusalem — is the eternal city, the type of the Heavenly Jerusalem, of which all the building of the Church Militant is a figure and foretaste.
2Sm	5	24		And when thou shalt hear the sound of one going in the top of the pear trees, then shalt thou join battle, for then will the Lord go out before thy face. Lapide notes three interpretations: (1) Josephus and Theodoretus: the stirring of the trees without wind; (2) Hebrews: destruction of idols by Angels; (3) Most probable: the noise made by Angels marching through the treetops as the vanguard of David's army, terrifying the Philistines. God fought visibly for David.
2Sm	6	2		David arose and led all Israel to bring the Ark of God from Gabaah. Lapide: the title of the Ark — \"the Lord of hosts who sitteth upon the cherubim\" — is a Hebraism for the Ark over which God gave oracles through the Angel who appeared from the cloud.
2Sm	6	3		The Ark was placed on a new cart. Lapide calls this an error of David or rather a sin of the Levites, since God had commanded the Ark to be carried on the shoulders of the priests or Levites (Num. 4:15), not conveyed on a cart.
